Date,Minimum Temperature,Mean Temperature,Maximum Temperature,Mean Sea Level Pressure,Mean Dew Point,Total Precipitation,Visibility,Snow Depth,Mean Wind Speed,Maximum Sustained Wind Speed,Maximum Wind Gust
2018-12-13,35.6,39.9,46.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-12,26.4,37.7,55.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-11,26.6,38.0,52.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-10,13.3,25.1,39.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-09,12.9,25.4,43.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-08,15.1,24.7,38.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-07,17.1,24.4,34.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-06,27.5,35.6,43.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-05,21.9,31.6,49.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-04,23.0,26.1,30.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-03,25.7,28.0,31.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-02,31.5,33.5,36.3,No data.,No data.,1.18,No data.,No data.,No data.,No data.,No data.
2018-12-01,33.3,38.4,41.7,No data.,No data.,0.24,No data.,No data.,No data.,No data.,No data.
2018-11-30,26.2,34.1,46.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-29,27.7,37.7,53.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-28,21.9,28.2,40.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-27,22.1,27.1,32.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-26,15.8,25.1,34.2,No data.,No data.,0.48,No data.,No data.,No data.,No data.,No data.
2018-11-25,24.6,39.2,57.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-24,29.3,47.7,64.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-23,49.5,53.6,63.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-22,38.7,48.8,65.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-21,36.1,46.7,61.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-20,19.0,34.8,55.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-19,23.7,32.6,48.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-18,21.4,26.5,36.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-17,28.0,38.2,54.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-16,23.9,39.9,61.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-15,27.7,36.5,55.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-14,20.1,30.5,44.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-13,8.1,20.9,36.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-12,24.4,29.2,40.5,No data.,No data.,0.06,No data.,No data.,No data.,No data.,No data.
2018-11-11,23.9,32.8,45.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-10,11.1,20.2,36.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-09,21.0,29.0,30.7,No data.,No data.,0.31,No data.,No data.,No data.,No data.,No data.
2018-11-08,29.1,32.0,41.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-07,31.8,36.8,45.3,No data.,No data.,0.06,No data.,No data.,No data.,No data.,No data.
2018-11-06,31.8,44.3,56.3,No data.,No data.,0.17,No data.,No data.,No data.,No data.,No data.
2018-11-05,38.1,48.2,59.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-04,40.3,46.5,54.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-03,39.0,48.6,59.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-02,41.9,48.8,56.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-11-01,36.7,46.9,61.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-31,43.3,51.4,56.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-30,53.6,59.1,70.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-29,38.5,54.1,75.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-28,43.3,59.2,70.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-27,39.0,53.4,73.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-26,36.5,46.8,59.0,No data.,No data.,0.41,No data.,No data.,No data.,No data.,No data.
2018-10-25,46.6,50.3,61.2,No data.,No data.,0.03,No data.,No data.,No data.,No data.,No data.
2018-10-24,40.3,52.1,64.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-23,44.8,55.8,68.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-22,48.6,58.8,73.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-21,31.6,49.4,70.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-20,35.8,52.3,69.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-19,53.1,58.6,71.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-18,36.3,51.6,70.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-17,33.8,50.6,68.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-16,29.8,42.0,64.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-15,28.0,34.7,46.4,No data.,No data.,0.23,No data.,No data.,No data.,No data.,No data.
2018-10-14,34.5,43.6,55.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-13,34.3,45.3,60.4,No data.,No data.,0.26,No data.,No data.,No data.,No data.,No data.
2018-10-12,43.3,47.3,51.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-11,33.8,44.8,54.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-10,44.8,48.7,67.3,No data.,No data.,0.99,No data.,No data.,No data.,No data.,No data.
2018-10-09,59.4,63.6,72.5,No data.,No data.,1.36,No data.,No data.,No data.,No data.,No data.
2018-10-08,56.7,62.4,73.8,No data.,No data.,0.30,No data.,No data.,No data.,No data.,No data.
2018-10-07,47.3,50.3,57.4,No data.,No data.,1.81,No data.,No data.,No data.,No data.,No data.
2018-10-06,46.0,52.9,70.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-05,52.9,58.6,72.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-04,45.5,57.8,83.8,No data.,No data.,0.89,No data.,No data.,No data.,No data.,No data.
2018-10-03,72.1,79.1,90.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-02,55.6,66.1,87.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-10-01,57.9,65.1,75.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-30,59.2,63.0,69.3,No data.,No data.,0.11,No data.,No data.,No data.,No data.,No data.
2018-09-29,45.1,51.5,68.4,No data.,No data.,0.14,No data.,No data.,No data.,No data.,No data.
2018-09-28,48.2,56.9,72.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-27,48.0,59.2,75.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-26,40.5,54.3,69.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-25,62.2,67.7,78.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-24,55.2,67.6,81.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-23,49.1,62.0,79.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-22,45.7,57.6,72.3,No data.,No data.,0.03,No data.,No data.,No data.,No data.,No data.
2018-09-21,61.3,68.3,88.9,No data.,No data.,0.42,No data.,No data.,No data.,No data.,No data.
2018-09-20,74.3,82.1,91.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-19,71.6,82.4,92.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-18,73.2,82.1,92.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-17,73.2,79.8,90.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-16,66.0,78.0,88.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-15,68.2,79.2,89.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-14,70.2,77.0,88.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-13,68.2,73.6,83.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-12,63.5,71.5,82.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-11,54.9,68.1,82.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-10,54.5,65.9,77.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-09,52.9,64.8,77.0,No data.,No data.,0.02,No data.,No data.,No data.,No data.,No data.
2018-09-08,61.9,65.9,73.8,No data.,No data.,0.14,No data.,No data.,No data.,No data.,No data.
2018-09-07,67.3,68.8,72.7,No data.,No data.,0.03,No data.,No data.,No data.,No data.,No data.
2018-09-06,65.7,69.6,73.6,No data.,No data.,0.76,No data.,No data.,No data.,No data.,No data.
2018-09-05,70.7,73.1,74.8,No data.,No data.,0.23,No data.,No data.,No data.,No data.,No data.
2018-09-04,71.4,75.5,83.7,No data.,No data.,3.50,No data.,No data.,No data.,No data.,No data.
2018-09-03,68.0,75.2,84.9,No data.,No data.,0.13,No data.,No data.,No data.,No data.,No data.
2018-09-02,72.3,80.7,91.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-09-01,73.0,84.5,93.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-31,71.2,80.0,94.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-30,66.4,73.4,84.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-29,58.6,68.8,91.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-28,78.3,84.4,92.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-27,78.1,85.0,94.3,No data.,No data.,0.48,No data.,No data.,No data.,No data.,No data.
2018-08-26,72.9,81.3,92.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-25,72.1,81.5,92.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-24,72.0,78.8,91.0,No data.,No data.,1.86,No data.,No data.,No data.,No data.,No data.
2018-08-23,63.7,68.7,75.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-22,59.7,66.7,76.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-21,60.3,69.7,81.5,No data.,No data.,0.04,No data.,No data.,No data.,No data.,No data.
2018-08-20,65.3,67.8,74.7,No data.,No data.,1.91,No data.,No data.,No data.,No data.,No data.
2018-08-19,67.1,72.5,88.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-18,63.0,75.6,90.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-17,64.0,77.1,88.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-16,64.8,75.8,89.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-15,67.5,73.9,85.1,No data.,No data.,0.35,No data.,No data.,No data.,No data.,No data.
2018-08-14,69.3,73.7,85.1,No data.,No data.,0.37,No data.,No data.,No data.,No data.,No data.
2018-08-13,68.9,79.3,93.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-12,61.0,79.0,96.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-11,57.0,74.8,93.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-10,64.8,77.9,92.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-09,63.9,78.2,95.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-08,63.3,76.4,93.2,No data.,No data.,0.51,No data.,No data.,No data.,No data.,No data.
2018-08-07,68.2,78.3,95.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-06,73.4,85.3,97.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-05,74.8,85.5,99.9,No data.,No data.,0.04,No data.,No data.,No data.,No data.,No data.
2018-08-04,69.1,80.9,93.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-03,69.1,81.6,96.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-02,62.2,77.9,93.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-08-01,56.1,71.9,86.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-31,56.1,67.9,84.9,No data.,No data.,0.17,No data.,No data.,No data.,No data.,No data.
2018-07-30,63.5,70.7,81.1,No data.,No data.,0.46,No data.,No data.,No data.,No data.,No data.
2018-07-29,65.7,74.2,86.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-28,66.6,77.5,92.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-27,57.7,72.8,88.7,No data.,No data.,0.06,No data.,No data.,No data.,No data.,No data.
2018-07-26,65.7,73.1,84.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-25,59.0,74.5,89.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-24,64.6,77.1,90.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-23,67.1,76.8,89.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-22,66.7,76.7,89.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-21,64.4,77.3,90.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-20,66.7,78.6,92.1,No data.,No data.,0.24,No data.,No data.,No data.,No data.,No data.
2018-07-19,69.4,79.9,94.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-18,68.9,76.3,88.9,No data.,No data.,0.23,No data.,No data.,No data.,No data.,No data.
2018-07-17,72.5,78.3,92.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-16,72.5,80.8,93.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-15,70.2,81.1,94.6,No data.,No data.,1.67,No data.,No data.,No data.,No data.,No data.
2018-07-14,71.1,76.3,90.0,No data.,No data.,0.10,No data.,No data.,No data.,No data.,No data.
2018-07-13,74.8,86.4,99.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-12,74.1,88.9,101.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-11,75.9,87.1,99.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-10,68.7,84.5,100.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-09,66.2,83.6,99.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-08,57.4,78.8,96.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-07,66.2,80.6,94.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-06,73.2,81.3,93.7,No data.,No data.,0.37,No data.,No data.,No data.,No data.,No data.
2018-07-05,69.8,82.1,94.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-04,73.8,87.6,99.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-03,71.1,86.5,103.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-02,60.4,77.6,95.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-07-01,68.2,77.2,94.3,No data.,No data.,0.01,No data.,No data.,No data.,No data.,No data.
2018-06-30,78.8,86.8,98.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-29,80.1,90.3,102.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-28,75.0,89.4,105.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-27,68.0,82.0,97.5,No data.,No data.,0.04,No data.,No data.,No data.,No data.,No data.
2018-06-26,65.5,75.5,90.3,No data.,No data.,0.54,No data.,No data.,No data.,No data.,No data.
2018-06-25,67.1,74.4,84.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-24,72.9,79.6,90.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-23,57.7,71.9,90.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-22,64.8,67.5,73.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-21,61.3,69.9,85.1,No data.,No data.,0.02,No data.,No data.,No data.,No data.,No data.
2018-06-20,66.7,75.0,86.7,No data.,No data.,0.04,No data.,No data.,No data.,No data.,No data.
2018-06-19,73.8,79.6,91.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-18,76.8,85.7,96.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-17,77.9,85.7,96.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-16,77.7,86.8,97.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-15,78.4,87.7,98.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-14,74.1,84.2,99.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-13,72.9,79.0,90.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-12,67.1,79.7,95.9,No data.,No data.,0.20,No data.,No data.,No data.,No data.,No data.
2018-06-11,75.4,86.5,97.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-10,75.4,86.9,99.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-09,72.0,82.4,95.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-08,62.8,77.9,93.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-07,68.7,78.2,91.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-06,69.8,81.7,93.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-05,62.8,75.4,90.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-04,56.3,69.3,83.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-03,52.2,68.2,83.1,No data.,No data.,0.52,No data.,No data.,No data.,No data.,No data.
2018-06-02,63.3,76.4,91.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-06-01,62.4,78.3,92.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-31,66.6,77.2,87.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-30,58.5,70.7,87.4,No data.,No data.,0.72,No data.,No data.,No data.,No data.,No data.
2018-05-29,64.0,75.7,89.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-28,71.6,82.2,92.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-27,66.9,82.4,94.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-26,69.8,81.5,97.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-25,65.8,74.4,90.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-24,65.3,76.1,88.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-23,67.5,77.9,87.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-22,62.8,73.5,86.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-21,54.5,61.9,77.9,No data.,No data.,0.02,No data.,No data.,No data.,No data.,No data.
2018-05-20,57.7,63.4,79.2,No data.,No data.,0.69,No data.,No data.,No data.,No data.,No data.
2018-05-19,63.0,70.8,81.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-18,57.2,71.3,82.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-17,52.9,69.8,84.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-16,54.3,68.5,82.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-15,64.2,71.3,85.5,No data.,No data.,0.19,No data.,No data.,No data.,No data.,No data.
2018-05-14,64.8,76.6,87.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-13,58.8,71.0,89.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-12,71.1,78.8,88.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-11,65.5,76.5,87.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-10,60.3,74.5,88.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-09,57.0,72.6,86.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-08,68.0,75.9,85.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-07,57.6,71.8,85.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-06,52.7,71.6,86.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-05,51.6,67.3,84.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-04,51.6,64.3,77.9,No data.,No data.,0.65,No data.,No data.,No data.,No data.,No data.
2018-05-03,56.7,65.9,82.0,No data.,No data.,0.78,No data.,No data.,No data.,No data.,No data.
2018-05-02,62.1,74.1,85.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-05-01,67.1,72.6,82.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-30,59.9,71.5,84.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-29,50.0,61.0,78.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-28,42.6,60.3,78.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-27,36.9,57.7,78.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-26,33.8,48.4,71.1,No data.,No data.,0.80,No data.,No data.,No data.,No data.,No data.
2018-04-25,45.1,49.3,58.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-24,39.6,57.3,77.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-23,41.5,57.9,74.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-22,43.3,49.9,65.3,No data.,No data.,0.68,No data.,No data.,No data.,No data.,No data.
2018-04-21,43.7,49.6,61.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-20,36.7,50.6,65.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-19,26.8,42.0,60.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-18,38.1,50.4,73.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-17,36.3,50.2,75.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-16,30.2,37.4,58.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-15,24.6,29.4,34.7,No data.,No data.,0.07,No data.,No data.,No data.,No data.,No data.
2018-04-14,31.3,40.1,62.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-13,60.4,74.6,86.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-12,49.3,70.7,88.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-11,51.6,63.7,82.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-10,20.8,40.8,No data.,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-09,29.7,39.5,50.4,No data.,No data.,0.04,No data.,No data.,No data.,No data.,No data.
2018-04-08,32.7,36.9,45.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-07,17.8,26.7,44.2,No data.,No data.,0.01,No data.,No data.,No data.,No data.,No data.
2018-04-06,26.4,43.5,69.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-05,33.8,50.0,71.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-04,17.1,31.0,52.7,No data.,No data.,0.07,No data.,No data.,No data.,No data.,No data.
2018-04-03,32.9,37.0,43.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-04-02,23.9,28.1,38.3,No data.,No data.,0.02,No data.,No data.,No data.,No data.,No data.
2018-04-01,24.4,30.2,41.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-31,40.6,52.6,61.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-30,24.3,40.0,61.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-29,38.5,43.7,55.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-28,30.9,42.6,55.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-27,39.4,43.3,49.1,No data.,No data.,0.29,No data.,No data.,No data.,No data.,No data.
2018-03-26,43.0,46.4,52.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-25,34.7,40.7,53.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-24,41.5,52.8,69.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-23,45.3,58.6,72.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-22,40.5,53.7,74.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-21,23.0,38.1,59.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-20,37.6,40.8,44.8,No data.,No data.,0.27,No data.,No data.,No data.,No data.,No data.
2018-03-19,37.9,42.5,53.1,No data.,No data.,0.09,No data.,No data.,No data.,No data.,No data.
2018-03-18,26.6,39.4,55.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-03-17,35.8,43.2,67.6,No data.,No data.,0.02,No data.,No data.,No data.,No data.,No data.
